template_file,block_id,field_name,href,http_status,bucket,corrected_href,note
collection.desks.json,.sections.ds-cc-base.blocks.tile-reception.settings.link,link,/collections/reception-desks,404,A,/collections/reception-desks-desks,live handle: reception-desks-desks
collection.desks.json,.sections.ds-cc-base.blocks.tile-computer.settings.link,link,/collections/computer-desks,404,A,/collections/workstations-computer-desks,live handle: workstations-computer-desks
collection.desks.json,.sections.ds-cc-base.blocks.tile-modular-workstations.settings.link,link,/collections/modular-workstations,404,B,/collections/modular-workstations,create collection
collection.desks.json,.sections.ds-cc-base.blocks.tile-executive-desks.settings.link,link,/collections/executive-desks,404,B,/collections/executive-desks,create collection
collection.desks.json,.sections.ds-cc-base.blocks.tile-training-desks.settings.link,link,/collections/training-desks,404,B,/collections/training-desks,create collection
collection.desks.json,.sections.ds-cc-base.blocks.tile-desk-accessories.settings.link,link,/collections/desk-accessories,404,B,/collections/desk-accessories,create collection
collection.desks.json,.sections.ds-cc-base.blocks.brand-global-teknion.settings.link,link,/collections/global-teknion,404,B,/collections/global-teknion,create brand collection (shared)
collection.desks.json,.sections.ds-cc-base.settings.breadcrumb_parent_url,breadcrumb_parent_url,/collections/business-furniture,200,,,
collection.desks.json,.sections.ds-cc-base.settings.cta_url,cta_url,/pages/quote,200,,,
collection.ergonomic-products.json,.sections.ds-cc-base.blocks.tile-sit-stand-converters.settings.link,link,/collections/sit-stand-converters,404,A,/collections/desktop-sit-stand,live handle: desktop-sit-stand
collection.ergonomic-products.json,.sections.ds-cc-base.blocks.tile-monitor-arms.settings.link,link,/collections/monitor-arms,200,,,
collection.ergonomic-products.json,.sections.ds-cc-base.blocks.tile-keyboard-trays.settings.link,link,/collections/keyboard-trays,200,,,
collection.ergonomic-products.json,.sections.ds-cc-base.blocks.tile-ergonomic-accessories.settings.link,link,/collections/ergonomic-accessories,404,B,/collections/ergonomic-accessories,create collection
collection.ergonomic-products.json,.sections.ds-cc-base.blocks.brand-ergocentric.settings.link,link,/collections/ergocentric,404,B,/collections/ergocentric,create brand collection (shared)
collection.ergonomic-products.json,.sections.ds-cc-base.settings.breadcrumb_parent_url,breadcrumb_parent_url,/collections/business-furniture,200,,,
collection.ergonomic-products.json,.sections.ds-cc-base.settings.cta_url,cta_url,/pages/quote,200,,,
collection.panels-room-dividers.json,.sections.ds-cc-base.blocks.tile-acoustic-panels.settings.link,link,/collections/acoustic-panels,404,B,/collections/acoustic-panels,create collection
collection.panels-room-dividers.json,.sections.ds-cc-base.blocks.tile-room-dividers.settings.link,link,/collections/room-dividers,200,,,
collection.panels-room-dividers.json,.sections.ds-cc-base.blocks.tile-privacy-screens.settings.link,link,/collections/privacy-screens,404,B,/collections/privacy-screens,create collection
collection.panels-room-dividers.json,.sections.ds-cc-base.blocks.brand-global-teknion.settings.link,link,/collections/global-teknion,404,B,/collections/global-teknion,create brand collection (shared)
collection.panels-room-dividers.json,.sections.ds-cc-base.settings.breadcrumb_parent_url,breadcrumb_parent_url,/collections/business-furniture,200,,,
collection.panels-room-dividers.json,.sections.ds-cc-base.settings.cta_url,cta_url,/pages/quote,200,,,
collection.quiet-spaces.json,.sections.ds-cc-base.blocks.tile-phone-booths.settings.link,link,/collections/phone-booths,404,A,/collections/telephone-booths,live handle: telephone-booths
collection.quiet-spaces.json,.sections.ds-cc-base.blocks.tile-acoustic-pods.settings.link,link,/collections/acoustic-pods,404,B,/collections/acoustic-pods,create collection
collection.quiet-spaces.json,.sections.ds-cc-base.blocks.tile-focus-rooms.settings.link,link,/collections/focus-rooms,404,B,/collections/focus-rooms,create collection
collection.quiet-spaces.json,.sections.ds-cc-base.blocks.tile-privacy-seating.settings.link,link,/collections/high-back-privacy-seating,404,A,/collections/highback-seating,live handle: highback-seating
collection.quiet-spaces.json,.sections.ds-cc-base.blocks.tile-soundproofing.settings.link,link,/collections/soundproofing,404,A,/collections/sound-dampeners,live handle: sound-dampeners
collection.quiet-spaces.json,.sections.ds-cc-base.settings.breadcrumb_parent_url,breadcrumb_parent_url,/collections/business-furniture,200,,,
collection.quiet-spaces.json,.sections.ds-cc-base.settings.cta_url,cta_url,/pages/quote,200,,,
collection.seating.json,.sections.ds-cc-base.blocks.tile-task-seating.settings.link,link,/collections/task-seating,404,A,/collections/task-chairs,live handle: task-chairs
collection.seating.json,.sections.ds-cc-base.blocks.tile-executive-seating.settings.link,link,/collections/executive-seating,404,B,/collections/executive-seating,create collection
collection.seating.json,.sections.ds-cc-base.blocks.tile-guest-seating.settings.link,link,/collections/guest-seating,200,,,
collection.seating.json,.sections.ds-cc-base.blocks.tile-lounge.settings.link,link,/collections/lounge-seating,200,,,
collection.seating.json,.sections.ds-cc-base.blocks.tile-conference.settings.link,link,/collections/conference-seating,404,B,/collections/conference-seating,create collection
collection.seating.json,.sections.ds-cc-base.blocks.tile-training.settings.link,link,/collections/training-stacking-seating,404,A,/collections/stacking-seating,live handle: stacking-seating
collection.seating.json,.sections.ds-cc-base.blocks.tile-stools.settings.link,link,/collections/stools,200,,,
collection.seating.json,.sections.ds-cc-base.blocks.tile-bench.settings.link,link,/collections/bench-seating,404,B,/collections/bench-seating,create collection
collection.seating.json,.sections.ds-cc-base.blocks.tile-medical.settings.link,link,/collections/healthcare-seating,404,B,/collections/healthcare-seating,create collection
collection.seating.json,.sections.ds-cc-base.blocks.tile-outdoor.settings.link,link,/collections/outdoor-seating,200,,,
collection.seating.json,.sections.ds-cc-base.blocks.tile-ergocentric-chairs.settings.link,link,/collections/ergocentric,404,B,/collections/ergocentric,create brand collection (shared)
collection.seating.json,.sections.ds-cc-base.blocks.tile-keilhauer-seating.settings.link,link,/collections/keilhauer,404,B,/collections/keilhauer,create brand collection (shared)
collection.seating.json,.sections.ds-cc-base.blocks.tile-global-seating.settings.link,link,/collections/global-furniture,404,B,/collections/global-furniture,create brand collection for Global Furniture Group
collection.seating.json,.sections.ds-cc-base.blocks.tile-accessories-seating.settings.link,link,/collections/seating-accessories,404,A,/collections/chair-accessories,live handle: chair-accessories
collection.seating.json,.sections.ds-cc-base.blocks.tile-motion.settings.link,link,/collections/active-seating,404,B,/collections/active-seating,create collection
collection.seating.json,.sections.ds-cc-base.blocks.tile-beam.settings.link,link,/collections/beam-seating,404,B,/collections/beam-seating,create collection
collection.seating.json,.sections.ds-cc-base.blocks.brand-keilhauer.settings.link,link,/collections/keilhauer,404,B,/collections/keilhauer,create brand collection (shared)
collection.seating.json,.sections.ds-cc-base.blocks.brand-ergocentric.settings.link,link,/collections/ergocentric,404,B,/collections/ergocentric,create brand collection (shared)
collection.seating.json,.sections.ds-cc-base.settings.breadcrumb_parent_url,breadcrumb_parent_url,/collections/business-furniture,200,,,
collection.seating.json,.sections.ds-cc-base.settings.cta_url,cta_url,/pages/quote,200,,,
collection.storage.json,.sections.ds-cc-base.blocks.tile-lateral-files.settings.link,link,/collections/lateral-filing-cabinets,404,A,/collections/lateral-file-cabinets-storage,live handle: lateral-file-cabinets-storage
collection.storage.json,.sections.ds-cc-base.blocks.tile-vertical-files.settings.link,link,/collections/vertical-filing-cabinets,404,A,/collections/vertical-file-cabinets-storage,live handle: vertical-file-cabinets-storage
collection.storage.json,.sections.ds-cc-base.blocks.tile-pedestals.settings.link,link,/collections/mobile-pedestals,200,,,
collection.storage.json,.sections.ds-cc-base.blocks.tile-storage-cabinets.settings.link,link,/collections/storage-cabinets,200,,,
collection.storage.json,.sections.ds-cc-base.blocks.tile-bookcases.settings.link,link,/collections/bookcases,200,,,
collection.storage.json,.sections.ds-cc-base.blocks.tile-lockers.settings.link,link,/collections/lockers,200,,,
collection.storage.json,.sections.ds-cc-base.blocks.tile-credenzas.settings.link,link,/collections/credenzas,200,,,
collection.storage.json,.sections.ds-cc-base.blocks.tile-mailboxes.settings.link,link,/collections/mailboxes,404,B,/collections/mailboxes,create collection
collection.storage.json,.sections.ds-cc-base.blocks.tile-wardrobe.settings.link,link,/collections/wardrobe-storage,200,,,
collection.storage.json,.sections.ds-cc-base.blocks.tile-media-storage.settings.link,link,/collections/media-storage,404,B,/collections/media-storage,create collection
collection.storage.json,.sections.ds-cc-base.blocks.tile-mobile-storage.settings.link,link,/collections/mobile-storage,404,B,/collections/mobile-storage,create collection
collection.storage.json,.sections.ds-cc-base.blocks.tile-wall-storage.settings.link,link,/collections/wall-storage,404,B,/collections/wall-storage,create collection
collection.storage.json,.sections.ds-cc-base.blocks.tile-personal-lockers.settings.link,link,/collections/personal-storage,404,B,/collections/personal-storage,create collection
collection.storage.json,.sections.ds-cc-base.blocks.tile-high-density.settings.link,link,/collections/high-density-storage,404,B,/collections/high-density-storage,create collection
collection.storage.json,.sections.ds-cc-base.settings.breadcrumb_parent_url,breadcrumb_parent_url,/collections/business-furniture,200,,,
collection.storage.json,.sections.ds-cc-base.settings.cta_url,cta_url,/pages/quote,200,,,
collection.tables.json,.sections.ds-cc-base.blocks.tile-conference-tables.settings.link,link,/collections/conference-tables,404,A,/collections/meeting-conference-room-tables,live handle: meeting-conference-room-tables
collection.tables.json,.sections.ds-cc-base.blocks.tile-training-tables.settings.link,link,/collections/training-tables,404,A,/collections/training-room-tables,live handle: training-room-tables
collection.tables.json,.sections.ds-cc-base.blocks.tile-height-adjustable-tables.settings.link,link,/collections/height-adjustable-tables,200,,,
collection.tables.json,.sections.ds-cc-base.blocks.tile-cafe-bistro.settings.link,link,/collections/cafe-tables,404,B,/collections/cafe-tables,create collection
collection.tables.json,.sections.ds-cc-base.blocks.tile-multipurpose.settings.link,link,/collections/multipurpose-tables,404,B,/collections/multipurpose-tables,create collection
collection.tables.json,.sections.ds-cc-base.blocks.tile-standing-tables.settings.link,link,/collections/standing-tables,404,B,/collections/standing-tables,create collection
collection.tables.json,.sections.ds-cc-base.blocks.tile-side-tables.settings.link,link,/collections/side-tables,404,B,/collections/side-tables,create collection
collection.tables.json,.sections.ds-cc-base.blocks.tile-outdoor-tables.settings.link,link,/collections/outdoor-tables,404,B,/collections/outdoor-tables,create collection
collection.tables.json,.sections.ds-cc-base.blocks.tile-nesting-tables.settings.link,link,/collections/nesting-tables,404,B,/collections/nesting-tables,create collection
collection.tables.json,.sections.ds-cc-base.blocks.tile-collaborative.settings.link,link,/collections/collaborative-tables,404,B,/collections/collaborative-tables,create collection
collection.tables.json,.sections.ds-cc-base.settings.breadcrumb_parent_url,breadcrumb_parent_url,/collections/business-furniture,200,,,
collection.tables.json,.sections.ds-cc-base.settings.cta_url,cta_url,/pages/quote,200,,,
page.oecm.json,.sections.main.blocks.cross-1.settings.url,url,/collections/seating,200,,,
page.oecm.json,.sections.main.blocks.cross-2.settings.url,url,/collections/desks,200,,,
page.oecm.json,.sections.main.blocks.cross-3.settings.url,url,/collections/storage,200,,,
page.oecm.json,.sections.main.settings.cta_primary_url,cta_primary_url,/pages/quote,200,,,
