template,section_type,setting_id,status,candidate_1,candidate_2,candidate_3,notes
collection.seating.json,ds-cc-base,hero_image,EMPTY,data/page-images/seating/seating-space.jpg,data/page-images/task-seating/task-seating-space.jpg,,HIGH — direct page-images match
collection.storage.json,ds-cc-base,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
collection.storage.json,ds-cc-base,hero_image,EMPTY,data/page-images/storage/storage-space.jpg,data/oci-photos/OCI-Services-Shelving.jpg,,HIGH — direct page-images match
collection.tables.json,ds-cc-base,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
collection.tables.json,ds-cc-base,hero_image,EMPTY,data/page-images/tables/tables-space.jpg,,,HIGH — direct page-images match
page.about.json,ds-lp-about,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.about.json,ds-lp-about,hero_image,EMPTY,data/oci-photos/About-us-1.webp,data/page-images/about-us/hero-1-professional.jpg,data/oci-photos/About-us-2.webp,EXACT — schema info tag explicitly says 'Upload About-us-1.webp from data/oci-photos/'
page.brands.json,ds-lp-brands,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.brands.json,ds-lp-brands,hero_image,EMPTY,data/page-images/brands-hub/brands-hub-space.jpg,,,EXACT — schema info tag names brands-hub-space.jpg
page.brands.json,ds-lp-brands,keilhauer_image,EMPTY,data/page-images/keilhauer/keilhauer-space.jpg,,,EXACT — schema info tag names keilhauer-space.jpg
page.brands.json,ds-lp-brands,ergocentric_image,EMPTY,data/page-images/ergocentric/ergocentric-space.jpg,,,EXACT — schema info tag names ergocentric-space.jpg
page.brands.json,ds-lp-brands,global_image,EMPTY,data/page-images/global-teknion/global-teknion-space.jpg,,,EXACT — schema info tag names global-teknion-space.jpg
page.brands-ergocentric.json,ds-lp-brands-ergocentric,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.brands-ergocentric.json,ds-lp-brands-ergocentric,hero_image,EMPTY,data/page-images/ergocentric/ergocentric-space.jpg,,,EXACT — schema info tag explicitly names ergocentric-space.jpg
page.brands-global-teknion.json,ds-lp-brands-global-teknion,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.brands-global-teknion.json,ds-lp-brands-global-teknion,hero_image,EMPTY,data/page-images/global-teknion/global-teknion-space.jpg,,,EXACT — schema info tag explicitly names global-teknion-space.jpg
page.brands-keilhauer.json,ds-lp-brands-keilhauer,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.brands-keilhauer.json,ds-lp-brands-keilhauer,hero_image,EMPTY,data/page-images/keilhauer/keilhauer-space.jpg,,,EXACT — schema info tag explicitly names keilhauer-space.jpg
page.contact.json,ds-lp-contact,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.customer-stories.json,ds-lp-customer-stories,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.customer-stories.json,ds-lp-customer-stories,story1_image,EMPTY,data/oci-photos/Mattamy-1.jpg,data/oci-photos/OCI-Healthcare-Furniture-Gallery-Image.jpg,data/oci-photos/OCI-Education-1.jpg,MEDIUM — real project photos; Mattamy is a known BBI client
page.customer-stories.json,ds-lp-customer-stories,story2_image,EMPTY,data/oci-photos/OCI-Government-Federal-Furniture-Gallery-Image-1.jpg,data/oci-photos/Mattamy-2.jpg,data/oci-photos/Inspiration-Conference-1-1.jpg,MEDIUM — government/institutional context
page.customer-stories.json,ds-lp-customer-stories,story3_image,EMPTY,data/oci-photos/Inspiration-Executive-Office.jpg,data/oci-photos/OCI-Workplace-1.jpg,data/oci-photos/Inspiration-Meeting-1.jpg,MEDIUM — professional services/SMB context
page.delivery.json,ds-lp-delivery,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.delivery.json,ds-lp-delivery,hero_image,EMPTY,data/page-images/delivery/delivery-space.jpg,data/oci-photos/OCI-Service-Excellence-1.jpg,,HIGH — direct page-images match
page.design-services.json,ds-lp-design-services,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.design-services.json,ds-lp-design-services,hero_image,EMPTY,data/page-images/design-services/design-services-product.jpg,data/oci-photos/OCI-Planning-Desogn.jpg,data/oci-photos/OCI-VR-Planning.jpg,HIGH — page-images has product version only; OCI-Planning-Desogn is strong semantic match
page.design-services.json,ds-lp-design-services,form_photo,EMPTY,data/oci-photos/OCI-Planning-Desogn.jpg,data/oci-photos/OCI-VR-Planning.jpg,data/page-images/about-us/hero-1-professional.jpg,MEDIUM — form right-column photo; planning/consultation context
page.design-services.json,ds-lp-design-services,client_logo,EMPTY,,,,NO MATCH — needs actual client logo file (Kawartha Dairy or similar); no logo files exist in data/ for clients
page.education.json,ds-lp-education,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.education.json,ds-lp-education,hero_image,POPULATED,shopify://shop_images/OCI-Education-1.jpg,,,Already set
page.education.json,ds-lp-education,trust_image_1,POPULATED,shopify://shop_images/OCI-Education-1.jpg,,,Already set
page.education.json,ds-lp-education,trust_image_2,EMPTY,data/oci-photos/Inspiration-Meeting-1.jpg,data/oci-photos/Smart-workspace-iamge.jpg,data/oci-photos/Inspiration-Ergonomics.jpg,MEDIUM — no second education-specific OCI photo; Inspiration-Meeting is best generic alt
page.education.json,ds-lp-education,trust_image_3,EMPTY,data/oci-photos/Inspiration-Ergonomics.jpg,data/oci-photos/OCI-Media-Technology.jpg,,LOW — no 3rd education-specific photo; Inspiration-Ergonomics loosely fits student workspace
page.education.json,ds-lp-education,testimonial_logo,POPULATED,shopify://shop_images/kawartha-dairy-logo,,,Already set
page.faq.json,ds-lp-faq,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.government.json,ds-lp-government,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.government.json,ds-lp-government,hero_image,POPULATED,shopify://shop_images/OCI-Government-Federal-Furniture-Gallery-Image-1,,,Already set
page.government.json,ds-lp-government,trust_image_1,POPULATED,shopify://shop_images/OCI-Government-Federal-Furniture-Gallery-Image-1,,,Already set
page.government.json,ds-lp-government,trust_image_2,EMPTY,data/oci-photos/Mattamy-1.jpg,data/oci-photos/OCI-Workplace-1.jpg,data/oci-photos/Inspiration-Executive-Office.jpg,MEDIUM — no second govt-specific OCI photo; Mattamy is a known institutional project
page.government.json,ds-lp-government,trust_image_3,EMPTY,data/oci-photos/OCI-Service-Excellence-1.jpg,data/oci-photos/Inspiration-Meeting-1.jpg,data/oci-photos/OCI-Services-Walls.jpg,MEDIUM — service excellence / government boardroom context
page.government.json,ds-lp-government,testimonial_logo,POPULATED,shopify://shop_images/kawartha-dairy-logo,,,Already set
page.healthcare.json,ds-lp-healthcare,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.healthcare.json,ds-lp-healthcare,hero_image,POPULATED,shopify://shop_images/OCI-Healthcare-Carousel-3.jpg,,,Already set
page.healthcare.json,ds-lp-healthcare,trust_image_1,POPULATED,shopify://shop_images/OCI-Healthcare-Carousel-3.jpg,,,Already set
page.healthcare.json,ds-lp-healthcare,trust_image_2,POPULATED,shopify://shop_images/OCI-Healthcare-Furniture-Gallery-Image.jpg,,,Already set
page.healthcare.json,ds-lp-healthcare,trust_image_3,EMPTY,data/oci-photos/Inspiration-Reception.jpg,data/oci-photos/Lounge-Carousel-Image6.jpg,data/oci-photos/OCI-Inspiration-Breakroom.jpg,LOW — no 3rd healthcare-specific photo; reception/waiting area is closest semantic match
page.healthcare.json,ds-lp-healthcare,testimonial_logo,POPULATED,shopify://shop_images/kawartha-dairy-logo,,,Already set
page.industries.json,ds-lp-industries,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.industries.json,ds-lp-industries,hero_image,POPULATED,shopify://shop_images/industries-hub-space,,,Already set
page.industries.json,ds-lp-industries,trust_image_1,POPULATED,shopify://shop_images/OCI-Healthcare.jpg,,,Already set
page.industries.json,ds-lp-industries,trust_image_2,POPULATED,shopify://shop_images/OCI-Education-1.jpg,,,Already set
page.industries.json,ds-lp-industries,trust_image_3,POPULATED,shopify://shop_images/OCI-Government.jpg,,,Already set
page.industries.json,ds-lp-industries,tile_image_1,POPULATED,shopify://shop_images/OCI-Healthcare.jpg,,,Already set
page.industries.json,ds-lp-industries,tile_image_2,POPULATED,shopify://shop_images/OCI-Education-1.jpg,,,Already set
page.industries.json,ds-lp-industries,tile_image_3,POPULATED,shopify://shop_images/OCI-Government.jpg,,,Already set
page.industries.json,ds-lp-industries,tile_image_4,POPULATED,shopify://shop_images/OCI-Workplace-1.jpg,,,Already set
page.industries.json,ds-lp-industries,tile_image_5,POPULATED,shopify://shop_images/Inspiration-Executive-Office,,,Already set
page.industries.json,ds-lp-industries,testimonial_logo,POPULATED,shopify://shop_images/kawartha-dairy-logo,,,Already set
page.non-profit.json,ds-lp-non-profit,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.non-profit.json,ds-lp-non-profit,hero_image,EMPTY,data/page-images/non-profit/non-profit-space.jpg,data/oci-photos/Inspiration-Workplace.jpg,,HIGH — direct page-images match
page.non-profit.json,ds-lp-non-profit,trust_image_1,POPULATED,shopify://shop_images/Mattamy-1.jpg,,,Already set
page.non-profit.json,ds-lp-non-profit,trust_image_2,POPULATED,shopify://shop_images/Inspiration-Workplace.jpg,,,Already set
page.non-profit.json,ds-lp-non-profit,trust_image_3,EMPTY,data/oci-photos/OCI-Inspiration-Breakroom.jpg,data/oci-photos/Inspiration-Conference-1-1.jpg,data/oci-photos/OCI-Hospitality-1.jpg,MEDIUM — community/social-purpose space context
page.non-profit.json,ds-lp-non-profit,testimonial_logo,POPULATED,shopify://shop_images/kawartha-dairy-logo,,,Already set
page.oecm.json,ds-lp-oecm,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.oecm.json,ds-lp-oecm,hero_image,EMPTY,data/page-images/industries-hub/industries-hub-space.jpg,data/oci-photos/OCI-Government-Federal-Furniture-Gallery-Image-1.jpg,data/oci-photos/Inspiration-Workplace.jpg,MEDIUM — no dedicated OECM image; institutional space is best proxy
page.oecm.json,ds-lp-oecm,trust_image_1,EMPTY,data/oci-photos/OCI-Healthcare-Carousel-3.jpg,data/oci-photos/OCI-Education-1.jpg,,MEDIUM — institutional trust strip; healthcare or education contexts
page.oecm.json,ds-lp-oecm,trust_image_2,EMPTY,data/oci-photos/OCI-Education-1.jpg,data/oci-photos/OCI-Government-Federal-Furniture-Gallery-Image-1.jpg,data/oci-photos/Mattamy-1.jpg,MEDIUM — institutional variety for trust strip
page.oecm.json,ds-lp-oecm,trust_image_3,EMPTY,data/oci-photos/OCI-Government-Federal-Furniture-Gallery-Image-1.jpg,data/oci-photos/Inspiration-Executive-Office.jpg,data/oci-photos/OCI-Service-Excellence-1.jpg,MEDIUM — government/professional context
page.our-work.json,ds-lp-our-work,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.our-work.json,ds-lp-our-work,photo_1,EMPTY,data/oci-photos/Subject-Areas-boardroom.jpg,data/oci-photos/Mattamy-1.jpg,,HIGH — schema label: 'Mattamy boardroom'; Subject-Areas-boardroom is exact; Mattamy-1 is alternate
page.our-work.json,ds-lp-our-work,photo_2,EMPTY,data/oci-photos/Inspiration-Executive-Office.jpg,data/oci-photos/Mattamy-2.jpg,,HIGH — schema label: 'Executive office'
page.our-work.json,ds-lp-our-work,photo_3,EMPTY,data/oci-photos/Inspiration-Conference-1-1.jpg,data/oci-photos/Mattamy-3.jpg,,HIGH — schema label: 'Conference room'
page.our-work.json,ds-lp-our-work,photo_4,EMPTY,data/oci-photos/OCI-Workplace-1.jpg,data/oci-photos/Smart-workspace-iamge.jpg,data/oci-photos/Mattamy-4.jpg,HIGH — schema label: 'Open-plan workstations'
page.our-work.json,ds-lp-our-work,photo_5,EMPTY,data/oci-photos/Inspiration-Reception.jpg,data/oci-photos/Lounge-Carousel-Image6.jpg,,HIGH — schema label: 'Reception'
page.our-work.json,ds-lp-our-work,photo_6,EMPTY,data/oci-photos/OCI-Healthcare-Carousel-3.jpg,data/oci-photos/OCI-Healthcare-Furniture-Gallery-Image.jpg,,HIGH — schema label: 'Healthcare waiting'
page.our-work.json,ds-lp-our-work,photo_7,EMPTY,data/oci-photos/Mattamy-2.jpg,data/oci-photos/Mattamy-3.jpg,data/oci-photos/Mattamy-5.jpg,HIGH — schema label: 'Mattamy open office'; Mattamy series are confirmed OCI project photos
page.our-work.json,ds-lp-our-work,photo_8,EMPTY,data/oci-photos/Inspiration-Ergonomics.jpg,data/oci-photos/Smart-workspace-iamge.jpg,,HIGH — schema label: 'Ergonomic workstation'
page.our-work.json,ds-lp-our-work,photo_9,EMPTY,data/oci-photos/OCI-Inspiration-Breakroom.jpg,data/oci-photos/Lounge-Carousel-Image6.jpg,,HIGH — schema label: 'Breakroom'
page.our-work.json,ds-lp-our-work,photo_10,EMPTY,data/oci-photos/Pods-4-1.jpg,data/oci-photos/Inspiration-Accoustics.jpg,data/oci-photos/Inspiration-Privacy-pods.jpg,HIGH — schema label: 'Acoustic pods'; Pods-4-1 is exact match
page.our-work.json,ds-lp-our-work,photo_11,EMPTY,data/oci-photos/OCI-Government-Federal-Furniture-Gallery-Image-1.jpg,data/oci-photos/OCI-Service-Excellence-1.jpg,,HIGH — schema label: 'Government office'
page.our-work.json,ds-lp-our-work,photo_12,EMPTY,data/oci-photos/OCI-Education-1.jpg,data/oci-photos/Inspiration-Meeting-1.jpg,,HIGH — schema label: 'Education'
page.professional-services.json,ds-lp-professional-services,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.professional-services.json,ds-lp-professional-services,hero_image,EMPTY,data/page-images/professional-services/professional-services-space.jpg,data/oci-photos/Inspiration-Executive-Office.jpg,,HIGH — direct page-images match
page.professional-services.json,ds-lp-professional-services,trust_image_1,POPULATED,shopify://shop_images/Inspiration-Executive-Office.jpg,,,Already set
page.professional-services.json,ds-lp-professional-services,trust_image_2,POPULATED,shopify://shop_images/Inspiration-Meeting-1.jpg,,,Already set
page.professional-services.json,ds-lp-professional-services,trust_image_3,EMPTY,data/oci-photos/OCI-Workplace-1.jpg,data/oci-photos/Inspiration-Conference-1-1.jpg,data/oci-photos/Mattamy-1.jpg,MEDIUM — professional/SMB office context
page.professional-services.json,ds-lp-professional-services,testimonial_logo,POPULATED,shopify://shop_images/kawartha-dairy-logo,,,Already set
page.quote.json,ds-lp-quote,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.quote.json,ds-lp-quote,hero_image,EMPTY,data/oci-photos/OCI-Service-Excellence-1.jpg,data/page-images/about-us/hero-1-professional.jpg,data/oci-photos/Inspiration-Workplace.jpg,MEDIUM — no quote-specific image; service-excellence or professional context works
page.relocation.json,ds-lp-relocation,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
page.relocation.json,ds-lp-relocation,hero_image,EMPTY,data/oci-photos/OCI-Services-Relocation-management.jpg,data/oci-photos/OCI-Service-Excellence-1.jpg,,HIGH — OCI-Services-Relocation-management.jpg is a direct semantic match
404.json,ds-system-404,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
article.json,ds-article,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
blog.json,ds-blog-list,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
product.json,ds-pdp-base,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
collection.json,bbi-nav-wrap,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
collection.json,bbi-footer-wrap,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
index.json,bbi-nav-wrap,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
index.json,bbi-footer-wrap,logo,POPULATED,shopify://shop_images/bbi-logo-v2,,,Already set
